,district,R,Rproj
0,Anantapur,0.9648854568873936,0.9157250965297447
1,Chittoor,0.8844441395183132,0.7226659348439518
2,East Godavari,-0.24862862878833103,-1.9967087090919946
3,Guntur,2.1756876285817404,3.8216503085961766
4,Krishna,-1.2833601878064416,-4.48006445073546
5,Kurnool,1.4836080961294313,2.160659430710635
6,Prakasam,1.183862353251166,1.4412696478027986
7,Srikakulam,,
8,Visakhapatnam,3.3614766108222303,6.667543865973352
9,West Godavari,1.320326605452315,1.7687838530855564
